alert_id,type,title,message,item_id,time_ago,risk_score
ALT-1136,critical,Product Expired,Apricot expired on 3/2/2024,68-977-6854,6 hours ago,95
ALT-1137,critical,Product Expired,Jasmine Rice expired on 8/5/2024,86-257-4613,5 hours ago,95
ALT-1139,critical,Product Expired,Wild Rice expired on 2/29/2024,06-340-6856,19 hours ago,95
ALT-1140,critical,Product Expired,Potato expired on 2/23/2025,11-338-4598,19 hours ago,95
ALT-1141,critical,Product Expired,Egg (Goose) expired on 10/23/2024,82-711-0772,18 hours ago,95
ALT-1142,critical,Product Expired,Black Coffee expired on 5/3/2024,05-184-4175,22 hours ago,95
ALT-1144,critical,Product Expired,Whole Wheat Bread expired on 3/22/2024,17-274-6898,14 hours ago,95
ALT-1146,critical,Product Expired,Vegetable Oil expired on 6/11/2024,79-569-8856,10 hours ago,95
ALT-1148,critical,Product Expired,Black Coffee expired on 8/17/2024,00-534-9775,1 hour ago,95
ALT-1149,critical,Product Expired,Pear expired on 3/30/2024,94-071-2261,5 hours ago,95
ALT-1151,critical,Product Expired,Tilapia expired on 7/23/2024,94-355-3070,15 hours ago,95
ALT-1152,critical,Product Expired,Orange expired on 2/10/2025,17-265-1899,22 hours ago,95
ALT-1153,critical,Product Expired,Lime expired on 3/15/2024,13-888-0149,1 hour ago,95
ALT-1154,critical,Product Expired,Gouda Cheese expired on 9/19/2024,21-890-2826,22 hours ago,95
ALT-1156,critical,Product Expired,Onion expired on 6/5/2024,05-425-0746,3 hours ago,95
ALT-1158,critical,Product Expired,Haddock expired on 2/9/2025,88-807-8431,9 hours ago,95
ALT-1159,critical,Product Expired,Almond Flour expired on 6/19/2024,77-377-1659,12 hours ago,95
ALT-1160,critical,Product Expired,Tomato expired on 12/25/2024,92-362-3567,17 hours ago,95
ALT-1161,critical,Product Expired,Heavy Cream expired on 12/6/2024,99-961-0767,23 hours ago,95
ALT-1162,critical,Product Expired,Cauliflower expired on 8/4/2024,94-092-3355,8 hours ago,95
ALT-1163,critical,Product Expired,Lime expired on 9/19/2024,29-344-3658,11 hours ago,95
ALT-1164,critical,Product Expired,Egg (Turkey) expired on 10/17/2024,60-327-4114,14 hours ago,95
ALT-1165,critical,Product Expired,White Tea expired on 1/8/2025,13-409-9040,7 hours ago,95
ALT-1167,critical,Product Expired,Cabbage expired on 7/2/2024,75-927-9108,20 hours ago,95
ALT-1168,critical,Product Expired,Jasmine Rice expired on 3/6/2024,30-806-3823,8 hours ago,95
ALT-1170,critical,Product Expired,Butter Biscuit expired on 5/27/2024,65-780-5622,11 hours ago,95
ALT-1171,critical,Product Expired,Brown Rice expired on 9/1/2024,94-598-3383,4 hours ago,95
ALT-1173,critical,Product Expired,Bread Flour expired on 7/5/2024,45-250-4679,9 hours ago,95
ALT-1175,critical,Product Expired,Palm Oil expired on 8/20/2024,45-317-9731,19 hours ago,95
ALT-1176,critical,Product Expired,Almond Flour expired on 3/20/2024,41-131-3841,21 hours ago,95
ALT-1178,critical,Product Expired,Apricot expired on 9/29/2024,15-905-7750,15 hours ago,95
ALT-1180,critical,Product Expired,Sweet Potato expired on 5/24/2024,68-973-8812,6 hours ago,95
ALT-1181,critical,Product Expired,Sour Cream expired on 12/18/2024,49-570-8214,23 hours ago,95
ALT-1182,critical,Product Expired,Black Rice expired on 1/20/2025,57-779-4955,8 hours ago,95
ALT-1183,critical,Product Expired,Salmon expired on 12/28/2024,85-781-5386,6 hours ago,95
ALT-1184,critical,Product Expired,Heavy Cream expired on 9/9/2024,72-341-1154,7 hours ago,95
ALT-1186,critical,Product Expired,Pomegranate expired on 10/13/2024,28-986-8001,2 hours ago,95
ALT-1187,critical,Product Expired,Olive Oil expired on 12/13/2024,82-811-7988,3 hours ago,95
ALT-1189,critical,Product Expired,Potato expired on 5/24/2024,27-495-1912,8 hours ago,95
ALT-1190,critical,Product Expired,Sunflower Oil expired on 3/14/2024,44-480-9446,18 hours ago,95
ALT-1192,critical,Product Expired,White Sugar expired on 4/12/2024,77-937-1108,19 hours ago,95
ALT-1193,critical,Product Expired,Cabbage expired on 10/24/2024,82-538-4809,17 hours ago,95
ALT-1194,critical,Product Expired,Cucumber expired on 3/4/2024,69-895-3397,19 hours ago,95
ALT-1195,critical,Product Expired,Tuna expired on 4/8/2024,44-112-3331,2 hours ago,95
ALT-1196,critical,Product Expired,Lime expired on 8/16/2024,93-682-2069,12 hours ago,95
ALT-1197,critical,Product Expired,Tomato expired on 8/24/2024,49-199-6836,6 hours ago,95
ALT-1199,critical,Product Expired,Pomegranate expired on 10/10/2024,47-221-2470,5 hours ago,95
ALT-1200,critical,Product Expired,Anchovies expired on 8/16/2024,71-067-3278,15 hours ago,95
ALT-1202,critical,Product Expired,Grapes expired on 4/19/2024,89-388-3239,16 hours ago,95
ALT-1203,critical,Product Expired,Sourdough Bread expired on 9/27/2024,10-555-5971,12 hours ago,95
ALT-1205,critical,Product Expired,Asparagus expired on 5/12/2024,82-931-7126,7 hours ago,95
ALT-1206,critical,Product Expired,Herbal Tea expired on 11/28/2024,24-228-6840,18 hours ago,95
ALT-1207,critical,Product Expired,All-Purpose Flour expired on 7/24/2024,52-392-5312,17 hours ago,95
ALT-1208,critical,Product Expired,Almond Flour expired on 3/14/2024,36-531-4087,3 hours ago,95
ALT-1209,critical,Product Expired,Rice Flour expired on 9/5/2024,39-810-2042,19 hours ago,95
ALT-1210,critical,Product Expired,Halibut expired on 1/8/2025,55-164-7723,7 hours ago,95
ALT-1211,critical,Product Expired,Apple expired on 4/14/2024,61-680-9496,14 hours ago,95
ALT-1213,critical,Product Expired,Canola Oil expired on 8/15/2024,24-143-4957,19 hours ago,95
ALT-1215,critical,Product Expired,Tilapia expired on 7/29/2024,26-456-1992,7 hours ago,95
ALT-1216,critical,Product Expired,Evaporated Milk expired on 10/5/2024,62-998-7250,11 hours ago,95
ALT-1217,critical,Product Expired,Mushrooms expired on 7/13/2024,38-617-7226,5 hours ago,95
ALT-1219,critical,Product Expired,Grapes expired on 12/28/2024,00-366-9496,8 hours ago,95
ALT-1220,critical,Product Expired,Onion expired on 6/24/2024,76-027-4850,20 hours ago,95
ALT-1222,critical,Product Expired,Pineapple expired on 10/22/2024,27-269-5260,22 hours ago,95
ALT-1223,critical,Product Expired,Carrot expired on 12/18/2024,40-126-0515,5 hours ago,95
ALT-1224,critical,Product Expired,Parmesan Cheese expired on 8/14/2024,31-387-5020,4 hours ago,95
ALT-1226,critical,Product Expired,Peach expired on 2/23/2025,13-673-7016,20 hours ago,95
ALT-1228,critical,Product Expired,Egg (Turkey) expired on 5/16/2024,85-212-2729,13 hours ago,95
ALT-1230,critical,Product Expired,Tomato expired on 5/27/2024,99-048-8310,22 hours ago,95
ALT-1231,critical,Product Expired,Lettuce expired on 6/28/2024,19-112-1616,3 hours ago,95
ALT-1232,critical,Product Expired,Yogurt expired on 4/17/2024,98-546-7398,14 hours ago,95
ALT-1234,critical,Product Expired,Orange expired on 11/11/2024,63-874-9747,16 hours ago,95
ALT-1236,critical,Product Expired,Bread Flour expired on 7/10/2024,58-946-5152,12 hours ago,95
ALT-1238,critical,Product Expired,Peach expired on 6/16/2024,65-867-4029,7 hours ago,95
ALT-1239,critical,Product Expired,Bread Flour expired on 12/8/2024,89-328-9019,2 hours ago,95
ALT-1240,critical,Product Expired,Raw Sugar expired on 2/23/2025,02-170-5225,5 hours ago,95
ALT-1241,critical,Product Expired,Multigrain Bread expired on 11/26/2024,24-478-8277,7 hours ago,95
ALT-1242,critical,Product Expired,Digestive Biscuit expired on 9/25/2024,91-290-9062,10 hours ago,95
ALT-1243,critical,Product Expired,Peach expired on 2/13/2025,44-546-5713,20 hours ago,95
ALT-1245,critical,Product Expired,Mango expired on 11/9/2024,20-031-0532,11 hours ago,95
ALT-1246,critical,Product Expired,Plum expired on 6/24/2024,48-242-8445,21 hours ago,95
ALT-1248,critical,Product Expired,Egg (Goose) expired on 2/4/2025,33-378-1365,11 hours ago,95
ALT-1249,critical,Product Expired,Cod expired on 3/24/2024,57-763-5501,16 hours ago,95
ALT-1251,critical,Product Expired,Pomegranate expired on 10/26/2024,71-015-9181,10 hours ago,95
ALT-1253,critical,Product Expired,Chocolate Biscuit expired on 9/1/2024,14-115-8371,6 hours ago,95
ALT-1255,critical,Product Expired,Halibut expired on 2/10/2025,83-568-3475,4 hours ago,95
ALT-1257,critical,Product Expired,Cucumber expired on 8/15/2024,79-884-8810,8 hours ago,95
ALT-1258,critical,Product Expired,Cheddar Cheese expired on 3/23/2024,50-772-2613,10 hours ago,95
ALT-1260,critical,Product Expired,Mackerel expired on 12/24/2024,19-377-5021,13 hours ago,95
ALT-1262,critical,Product Expired,Evaporated Milk expired on 4/10/2024,39-913-2999,10 hours ago,95
ALT-1263,critical,Product Expired,Onion expired on 12/19/2024,46-911-1159,22 hours ago,95
ALT-1265,critical,Product Expired,Cherry expired on 11/7/2024,40-630-1431,4 hours ago,95
ALT-1266,critical,Product Expired,Coconut expired on 1/14/2025,15-797-4824,18 hours ago,95
ALT-1267,critical,Product Expired,Pear expired on 5/24/2024,37-248-6266,15 hours ago,95
ALT-1268,critical,Product Expired,Yogurt expired on 8/3/2024,22-760-4605,7 hours ago,95
ALT-1270,critical,Product Expired,Black Rice expired on 7/8/2024,80-020-8041,13 hours ago,95
ALT-1272,critical,Product Expired,Whole Wheat Flour expired on 1/2/2025,44-634-8292,3 hours ago,95
ALT-1273,critical,Product Expired,Whole Wheat Bread expired on 3/19/2024,19-610-2236,3 hours ago,95
ALT-1275,critical,Product Expired,Ricotta Cheese expired on 5/17/2024,49-579-4325,6 hours ago,95
ALT-1277,critical,Product Expired,Canola Oil expired on 12/30/2024,42-134-9798,17 hours ago,95
ALT-1278,critical,Product Expired,Cherry expired on 6/1/2024,84-546-7624,17 hours ago,95
ALT-1280,critical,Product Expired,Peanut Oil expired on 11/13/2024,11-891-8213,19 hours ago,95
ALT-1281,critical,Product Expired,Buttermilk expired on 3/28/2024,03-597-9488,15 hours ago,95
ALT-1282,critical,Product Expired,Asparagus expired on 11/24/2024,89-624-7462,22 hours ago,95
ALT-1284,critical,Product Expired,Brown Rice expired on 1/16/2025,89-335-0155,7 hours ago,95
ALT-1285,critical,Product Expired,Arabica Coffee expired on 8/23/2024,59-725-4038,12 hours ago,95
ALT-1286,critical,Product Expired,Canola Oil expired on 1/4/2025,78-953-2073,18 hours ago,95
ALT-1288,critical,Product Expired,Haddock expired on 7/8/2024,91-426-3204,6 hours ago,95
ALT-1289,critical,Product Expired,Egg (Chicken) expired on 5/26/2024,40-913-9772,12 hours ago,95
ALT-1291,critical,Product Expired,Whole Wheat Flour expired on 12/27/2024,89-922-4773,12 hours ago,95
ALT-1292,critical,Product Expired,Sweet Potato expired on 8/4/2024,17-236-0566,15 hours ago,95
ALT-1294,critical,Product Expired,Almond Flour expired on 5/13/2024,74-234-0628,11 hours ago,95
ALT-1295,critical,Product Expired,Wild Rice expired on 8/10/2024,80-441-7249,8 hours ago,95
ALT-1296,critical,Product Expired,Jasmine Rice expired on 4/15/2024,54-708-7327,6 hours ago,95
ALT-1297,critical,Product Expired,Zucchini expired on 3/20/2024,15-846-7959,16 hours ago,95
ALT-1299,critical,Product Expired,Corn Oil expired on 12/6/2024,44-368-7112,12 hours ago,95
ALT-1300,critical,Product Expired,Cucumber expired on 10/16/2024,03-833-3577,12 hours ago,95
ALT-1302,critical,Product Expired,Onion expired on 12/25/2024,47-548-6500,18 hours ago,95
ALT-1304,critical,Product Expired,Trout expired on 8/29/2024,12-342-4482,15 hours ago,95
ALT-1305,critical,Product Expired,Egg (Quail) expired on 9/20/2024,07-834-3320,19 hours ago,95
ALT-1307,critical,Product Expired,Black Tea expired on 3/30/2024,16-187-5729,9 hours ago,95
ALT-1308,critical,Product Expired,Anchovies expired on 9/29/2024,64-109-7362,14 hours ago,95
ALT-1310,critical,Product Expired,Wild Rice expired on 9/28/2024,06-655-5498,23 hours ago,95
ALT-1312,critical,Product Expired,Green Beans expired on 8/17/2024,24-975-4231,16 hours ago,95
ALT-1313,critical,Product Expired,Butter Biscuit expired on 6/23/2024,98-652-9569,12 hours ago,95
ALT-1315,critical,Product Expired,Gouda Cheese expired on 2/3/2025,25-522-6043,12 hours ago,95
ALT-1316,critical,Product Expired,Anchovies expired on 1/24/2025,28-275-5901,20 hours ago,95
ALT-1317,critical,Product Expired,Coconut Oil expired on 10/17/2024,96-164-0607,11 hours ago,95
ALT-1318,critical,Product Expired,Sesame Oil expired on 7/1/2024,93-815-0565,10 hours ago,95
ALT-1320,critical,Product Expired,Mango expired on 9/29/2024,63-918-8253,2 hours ago,95
ALT-1322,critical,Product Expired,Haddock expired on 12/30/2024,57-167-0669,4 hours ago,95
ALT-1323,critical,Product Expired,Broccoli expired on 9/19/2024,52-402-9245,3 hours ago,95
ALT-1324,critical,Product Expired,Cod expired on 8/20/2024,17-647-0503,3 hours ago,95
ALT-1326,critical,Product Expired,Parmesan Cheese expired on 7/28/2024,67-984-5368,18 hours ago,95
ALT-1327,critical,Product Expired,Sesame Oil expired on 11/9/2024,77-827-0820,22 hours ago,95
ALT-1328,critical,Product Expired,Halibut expired on 4/9/2024,27-387-0428,1 hour ago,95
ALT-1330,critical,Product Expired,Jasmine Rice expired on 4/17/2024,79-350-5841,11 hours ago,95
ALT-1331,critical,Product Expired,Jasmine Rice expired on 12/30/2024,44-128-2185,4 hours ago,95
ALT-1333,critical,Product Expired,Peach expired on 11/15/2024,48-789-9187,4 hours ago,95
ALT-1335,critical,Product Expired,White Rice expired on 2/24/2025,21-809-7115,14 hours ago,95
ALT-1336,critical,Product Expired,Halibut expired on 10/15/2024,19-323-0506,20 hours ago,95
ALT-1338,critical,Product Expired,Apricot expired on 11/24/2024,04-637-8815,20 hours ago,95
ALT-1339,critical,Product Expired,Trout expired on 11/10/2024,60-644-6596,1 hour ago,95
ALT-1341,critical,Product Expired,Cucumber expired on 8/21/2024,58-005-5343,3 hours ago,95
ALT-1342,critical,Product Expired,Green Beans expired on 3/2/2024,67-382-4435,20 hours ago,95
ALT-1343,critical,Product Expired,Powdered Sugar expired on 6/1/2024,09-335-7793,4 hours ago,95
ALT-1344,critical,Product Expired,Pomegranate expired on 8/14/2024,46-496-2930,15 hours ago,95
ALT-1345,critical,Product Expired,Bread Flour expired on 7/5/2024,35-353-4068,19 hours ago,95
ALT-1347,critical,Product Expired,Black Rice expired on 3/13/2024,45-050-4720,19 hours ago,95
ALT-1349,critical,Product Expired,Whole Wheat Flour expired on 2/5/2025,87-104-0187,16 hours ago,95
ALT-1351,critical,Product Expired,Black Tea expired on 11/21/2024,85-806-8672,19 hours ago,95
ALT-1353,critical,Product Expired,Green Beans expired on 11/3/2024,54-281-3746,15 hours ago,95
ALT-1355,critical,Product Expired,Parmesan Cheese expired on 4/6/2024,35-257-9312,8 hours ago,95
ALT-1356,critical,Product Expired,Zucchini expired on 10/16/2024,63-897-8088,23 hours ago,95
ALT-1357,critical,Product Expired,Vanilla Biscuit expired on 8/14/2024,24-986-5091,14 hours ago,95
ALT-1358,critical,Product Expired,Sweet Potato expired on 8/17/2024,17-504-3699,14 hours ago,95
ALT-1360,critical,Product Expired,Vegetable Oil expired on 3/16/2024,23-395-3157,8 hours ago,95
ALT-1361,critical,Product Expired,Chocolate Biscuit expired on 10/18/2024,28-107-4953,19 hours ago,95
ALT-1363,critical,Product Expired,Haddock expired on 6/9/2024,46-083-7058,2 hours ago,95
ALT-1365,critical,Product Expired,Egg (Duck) expired on 7/11/2024,68-436-1268,19 hours ago,95
ALT-1366,critical,Product Expired,Mango expired on 9/17/2024,93-198-5984,4 hours ago,95
ALT-1367,critical,Product Expired,Kale expired on 4/11/2024,24-571-1080,22 hours ago,95
ALT-1368,critical,Product Expired,Pomegranate expired on 12/18/2024,73-874-7534,23 hours ago,95
ALT-1369,critical,Product Expired,Cauliflower expired on 9/29/2024,07-337-9889,3 hours ago,95
ALT-1370,critical,Product Expired,Powdered Sugar expired on 5/23/2024,28-197-9246,7 hours ago,95
ALT-1371,critical,Product Expired,Mozzarella Cheese expired on 2/29/2024,83-400-9746,18 hours ago,95
ALT-1372,critical,Product Expired,Anchovies expired on 9/4/2024,24-579-6500,11 hours ago,95
ALT-1373,critical,Product Expired,Sunflower Oil expired on 4/28/2024,64-418-8356,10 hours ago,95
ALT-1374,critical,Product Expired,Apple expired on 4/16/2024,15-884-7413,17 hours ago,95
ALT-1376,critical,Product Expired,Green Beans expired on 4/23/2024,79-494-2472,15 hours ago,95
ALT-1377,critical,Product Expired,Egg (Turkey) expired on 4/13/2024,36-177-0573,7 hours ago,95
ALT-1378,critical,Product Expired,Mushrooms expired on 7/16/2024,79-920-2395,17 hours ago,95
ALT-1379,critical,Product Expired,Jasmine Rice expired on 11/10/2024,96-961-2193,8 hours ago,95
ALT-1381,critical,Product Expired,Brown Rice expired on 6/5/2024,69-578-7930,20 hours ago,95
ALT-1382,critical,Product Expired,Multigrain Bread expired on 7/14/2024,40-205-8252,22 hours ago,95
ALT-1383,critical,Product Expired,Evaporated Milk expired on 2/27/2024,18-107-7886,8 hours ago,95
ALT-1384,critical,Product Expired,Long Grain Rice expired on 4/21/2024,35-328-8392,13 hours ago,95
ALT-1386,critical,Product Expired,White Bread expired on 4/24/2024,21-650-9319,18 hours ago,95
ALT-1388,critical,Product Expired,White Sugar expired on 12/25/2024,99-894-4351,2 hours ago,95
ALT-1390,critical,Product Expired,Cucumber expired on 5/1/2024,63-168-6018,12 hours ago,95
ALT-1391,critical,Product Expired,Parmesan Cheese expired on 4/12/2024,26-000-1012,20 hours ago,95
ALT-1393,critical,Product Expired,Bell Pepper expired on 9/19/2024,13-900-9016,14 hours ago,95
ALT-1394,critical,Product Expired,Corn Oil expired on 8/26/2024,88-408-0310,10 hours ago,95
ALT-1395,critical,Product Expired,Bell Pepper expired on 9/17/2024,73-997-6251,10 hours ago,95
ALT-1396,critical,Product Expired,Canola Oil expired on 5/30/2024,50-679-2072,18 hours ago,95
ALT-1398,critical,Product Expired,Digestive Biscuit expired on 1/3/2025,89-673-1543,7 hours ago,95
ALT-1400,critical,Product Expired,Cream expired on 12/8/2024,56-937-8675,4 hours ago,95
ALT-1402,critical,Product Expired,Apple expired on 9/25/2024,14-836-2894,3 hours ago,95
ALT-1404,critical,Product Expired,Peanut Oil expired on 2/29/2024,87-903-3486,3 hours ago,95
ALT-1405,critical,Product Expired,Coconut Sugar expired on 11/16/2024,07-617-6934,20 hours ago,95
ALT-1406,critical,Product Expired,Tuna expired on 5/4/2024,31-403-6234,16 hours ago,95
ALT-1407,critical,Product Expired,Spinach expired on 6/17/2024,29-092-3453,6 hours ago,95
ALT-1409,critical,Product Expired,Carrot expired on 4/24/2024,34-709-9237,4 hours ago,95
ALT-1410,critical,Product Expired,Sweet Potato expired on 11/18/2024,13-962-6263,2 hours ago,95
ALT-1411,critical,Product Expired,Lemon expired on 7/19/2024,06-731-2162,5 hours ago,95
ALT-1412,critical,Product Expired,Multigrain Bread expired on 12/19/2024,10-768-2443,12 hours ago,95
ALT-1413,critical,Product Expired,Basmati Rice expired on 4/14/2024,36-372-2295,23 hours ago,95
ALT-1415,critical,Product Expired,Sour Cream expired on 4/6/2024,34-538-1180,2 hours ago,95
ALT-1416,critical,Product Expired,Egg (Chicken) expired on 11/5/2024,98-148-0940,11 hours ago,95
ALT-1418,critical,Product Expired,Potato expired on 3/1/2024,38-390-2115,14 hours ago,95
ALT-1419,critical,Product Expired,Onion expired on 8/7/2024,02-974-8526,22 hours ago,95
ALT-1421,critical,Product Expired,Short Grain Rice expired on 7/29/2024,29-377-7040,11 hours ago,95
ALT-1422,critical,Product Expired,Egg (Chicken) expired on 9/6/2024,84-327-7787,5 hours ago,95
ALT-1424,critical,Product Expired,Wild Rice expired on 1/16/2025,82-231-4245,22 hours ago,95
ALT-1425,critical,Product Expired,Apple expired on 12/24/2024,70-005-5970,2 hours ago,95
ALT-1427,critical,Product Expired,Plum expired on 12/3/2024,63-936-0145,12 hours ago,95
ALT-1428,critical,Product Expired,Peas expired on 10/17/2024,08-196-2703,2 hours ago,95
ALT-1430,critical,Product Expired,Cheddar Cheese expired on 2/9/2025,22-778-3553,21 hours ago,95
ALT-1432,critical,Product Expired,Halibut expired on 10/19/2024,37-610-1999,23 hours ago,95
ALT-1434,critical,Product Expired,White Sugar expired on 8/6/2024,09-618-2842,14 hours ago,95
ALT-1435,critical,Product Expired,Eggplant expired on 10/13/2024,28-968-4195,8 hours ago,95
ALT-1437,critical,Product Expired,Green Tea expired on 8/19/2024,55-680-0982,17 hours ago,95
ALT-1439,critical,Product Expired,Lime expired on 3/4/2024,43-851-9440,15 hours ago,95
ALT-1441,critical,Product Expired,Avocado Oil expired on 3/28/2024,14-331-3739,12 hours ago,95
ALT-1442,critical,Product Expired,Tilapia expired on 5/18/2024,54-830-6971,23 hours ago,95
ALT-1443,critical,Product Expired,Jasmine Rice expired on 5/27/2024,53-008-2419,16 hours ago,95
ALT-1444,critical,Product Expired,Basmati Rice expired on 3/14/2024,39-358-3340,18 hours ago,95
ALT-1446,critical,Product Expired,Parmesan Cheese expired on 4/8/2024,28-146-2641,23 hours ago,95
ALT-1447,critical,Product Expired,Powdered Sugar expired on 10/30/2024,83-556-0996,8 hours ago,95
ALT-1448,critical,Product Expired,Sourdough Bread expired on 5/14/2024,53-805-9523,11 hours ago,95
ALT-1449,critical,Product Expired,Spinach expired on 11/4/2024,82-977-7752,21 hours ago,95
ALT-1450,critical,Product Expired,Cheddar Cheese expired on 10/5/2024,62-393-9939,21 hours ago,95
ALT-1451,critical,Product Expired,Cabbage expired on 11/1/2024,31-745-6850,1 hour ago,95
ALT-1453,critical,Product Expired,Avocado Oil expired on 4/30/2024,86-692-2312,4 hours ago,95
ALT-1455,critical,Product Expired,Papaya expired on 8/27/2024,28-044-4102,14 hours ago,95
ALT-1301,critical,Critical Stock Level,Onion has dropped to 20 units (threshold: 93),47-548-6500,1 hour ago,94
ALT-0219,warning,Low Stock Warning,Green Tea stock is running low (63 units remaining),74-845-3299,3 hours ago,88
ALT-0405,warning,Low Stock Warning,Grapes stock is running low (88 units remaining),68-977-2498,1 hour ago,88
ALT-0487,warning,Low Stock Warning,White Bread stock is running low (30 units remaining),74-943-9034,4 hours ago,88
ALT-0593,warning,Low Stock Warning,Egg (Goose) stock is running low (35 units remaining),27-757-4489,1 hour ago,88
ALT-0606,warning,Low Stock Warning,Green Beans stock is running low (86 units remaining),30-996-2526,32 mins ago,88
ALT-0144,warning,Low Stock Warning,Rice Flour stock is running low (52 units remaining),11-733-1756,52 mins ago,87
ALT-0842,warning,Low Stock Warning,Robusta Coffee stock is running low (59 units remaining),92-455-2959,1 hour ago,87
ALT-1138,warning,Low Stock Warning,Wild Rice stock is running low (41 units remaining),06-340-6856,2 hours ago,87
ALT-1177,warning,Low Stock Warning,Apricot stock is running low (42 units remaining),15-905-7750,5 hours ago,87
ALT-1340,warning,Low Stock Warning,Cucumber stock is running low (38 units remaining),58-005-5343,4 hours ago,87
ALT-0079,warning,Low Stock Warning,Pineapple stock is running low (44 units remaining),40-751-8635,2 hours ago,86
ALT-0249,warning,Low Stock Warning,Orange stock is running low (41 units remaining),53-446-8243,1 hour ago,86
ALT-0365,warning,Low Stock Warning,Haddock stock is running low (17 units remaining),99-561-4871,44 mins ago,86
ALT-0469,warning,Low Stock Warning,Bread Flour stock is running low (84 units remaining),93-342-8794,3 hours ago,86
ALT-0509,warning,Low Stock Warning,Egg (Turkey) stock is running low (56 units remaining),39-768-8205,4 hours ago,86
ALT-0770,warning,Low Stock Warning,Peas stock is running low (75 units remaining),50-942-2409,5 hours ago,86
ALT-0802,warning,Low Stock Warning,Egg (Duck) stock is running low (37 units remaining),97-300-7511,3 hours ago,86
ALT-0916,warning,Low Stock Warning,Egg (Chicken) stock is running low (10 units remaining),95-449-1286,3 hours ago,86
ALT-1035,warning,Low Stock Warning,Sunflower Oil stock is running low (23 units remaining),03-940-0630,2 hours ago,86
ALT-0151,warning,Low Stock Warning,Bread Flour stock is running low (84 units remaining),67-710-5120,4 hours ago,85
ALT-0170,warning,Low Stock Warning,Black Rice stock is running low (86 units remaining),36-636-4873,2 hours ago,85
ALT-0252,warning,Low Stock Warning,Asparagus stock is running low (22 units remaining),98-235-2711,4 hours ago,85
ALT-0343,warning,Low Stock Warning,Black Coffee stock is running low (37 units remaining),57-562-2358,3 hours ago,85
ALT-0740,warning,Low Stock Warning,Sunflower Oil stock is running low (24 units remaining),36-296-9609,5 hours ago,85
ALT-1147,warning,Low Stock Warning,Black Coffee stock is running low (87 units remaining),00-534-9775,37 mins ago,85
ALT-1259,warning,Low Stock Warning,Mackerel stock is running low (91 units remaining),19-377-5021,2 hours ago,85
ALT-1454,warning,Low Stock Warning,Papaya stock is running low (19 units remaining),28-044-4102,3 hours ago,85
ALT-0016,warning,Low Stock Warning,Long Grain Rice stock is running low (62 units remaining),51-469-4611,1 hour ago,84
ALT-0042,warning,Low Stock Warning,Mushrooms stock is running low (72 units remaining),79-741-0770,40 mins ago,84
ALT-0058,warning,Low Stock Warning,Zucchini stock is running low (61 units remaining),26-161-6692,5 hours ago,84
ALT-0172,warning,Low Stock Warning,Pomegranate stock is running low (60 units remaining),98-556-5323,3 hours ago,84
ALT-0211,warning,Low Stock Warning,Long Grain Rice stock is running low (26 units remaining),42-887-6557,5 hours ago,84
ALT-0311,warning,Low Stock Warning,Olive Oil stock is running low (52 units remaining),73-118-1117,5 hours ago,84
ALT-0339,warning,Low Stock Warning,Tuna stock is running low (89 units remaining),80-072-8774,4 hours ago,84
ALT-0367,warning,Low Stock Warning,Egg (Duck) stock is running low (23 units remaining),61-607-7622,2 hours ago,84
ALT-0374,warning,Low Stock Warning,Bell Pepper stock is running low (46 units remaining),29-017-6255,3 hours ago,84
ALT-0393,warning,Low Stock Warning,Milk stock is running low (43 units remaining),00-963-2193,5 hours ago,84
ALT-0519,warning,Low Stock Warning,Rye Bread stock is running low (50 units remaining),94-525-6925,5 hours ago,84
ALT-0530,warning,Low Stock Warning,White Tea stock is running low (58 units remaining),93-166-3169,30 mins ago,84
ALT-0565,warning,Low Stock Warning,Green Tea stock is running low (34 units remaining),27-881-1177,1 hour ago,84
ALT-1179,warning,Low Stock Warning,Sweet Potato stock is running low (44 units remaining),68-973-8812,1 hour ago,84
ALT-1264,warning,Low Stock Warning,Cherry stock is running low (29 units remaining),40-630-1431,4 hours ago,84
ALT-1306,warning,Low Stock Warning,Black Tea stock is running low (45 units remaining),16-187-5729,5 hours ago,84
ALT-0119,warning,Low Stock Warning,Corn Oil stock is running low (20 units remaining),75-080-4909,3 hours ago,83
ALT-0121,warning,Low Stock Warning,Butter Biscuit stock is running low (38 units remaining),70-815-4015,31 mins ago,83
ALT-0267,warning,Low Stock Warning,Oatmeal Biscuit stock is running low (34 units remaining),58-182-6781,1 hour ago,83
ALT-0516,warning,Low Stock Warning,Mango stock is running low (58 units remaining),71-999-2404,1 hour ago,83
ALT-0661,warning,Low Stock Warning,Buttermilk stock is running low (28 units remaining),83-553-9523,2 hours ago,83
ALT-0674,warning,Low Stock Warning,Egg (Duck) stock is running low (44 units remaining),83-321-7887,2 hours ago,83
ALT-0678,warning,Low Stock Warning,Coconut Sugar stock is running low (49 units remaining),21-633-8696,2 hours ago,83
ALT-0864,warning,Low Stock Warning,Cauliflower stock is running low (33 units remaining),15-562-3712,1 hour ago,83
ALT-0892,warning,Low Stock Warning,Sardines stock is running low (11 units remaining),22-266-9291,38 mins ago,83
ALT-0958,warning,Low Stock Warning,Green Tea stock is running low (26 units remaining),60-198-7050,3 hours ago,83
ALT-1014,warning,Low Stock Warning,Carrot stock is running low (80 units remaining),05-720-8792,5 hours ago,83
